@RELATION campuslens_complaints

@ATTRIBUTE complaint STRING
@ATTRIBUTE zone STRING
@ATTRIBUTE facility STRING
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'broken writing desk is blocking the aisle in ff6 and the room is overcrowded','Labs & Research','CL3',15,94,54,3,Infrastructure
'air conditioner stops cooling after noon on floor 1','Hostels','CL22',12,41,30,3,Cleanliness
'spill outside cl3 creates a safety hazard','Academic & Teaching','H4 Boys Hostel',17,65,32,1,Cleanliness
'low water pressure reported around swimming pool','General & Utilities','Swimming Pool',16,34,81,1,Water
'water is leaking into the corridor on floor 3','Sports & Recreation','Girls Hostel',13,63,67,2,Water
'network authentication fails for students around aryabhatt bhawan ii','Academic & Teaching','Aryabhatt Bhawan II',10,84,42,3,Network
'classroom door and several chairs need repair on floor 3','Academic & Teaching','A2/2',13,45,29,4,Other
'very weak wifi signal on floor 1 of cl15','Labs & Research','CL15',10,60,49,2,Network
'two ceiling fans are not working in ts17','Labs & Research','CL22',13,70,56,2,Electrical
'waiting time at annapurna / main mess is more than twenty minutes','Food','Annapurna / Main Mess',13,88,96,2,Canteen
'network authentication fails for students around aryabhatt bhawan ii','Academic & Teaching','Aryabhatt Bhawan II',10,53,35,3,Network
'wifi becomes extremely slow near ff6 between 14 00 and 16 00 near a water cooler','Academic & Teaching','Aryabhatt Bhawan II',14,58,62,2,Network
'water point near girls hostel is not operational','Sports & Recreation','Girls Hostel',18,81,80,2,Water
'three lab systems freeze during compilation in cl3 near a water cooler','Labs & Research','CL3',15,51,69,4,Lab_Equipment
'wifi becomes extremely slow near cl3 between 11 00 and 13 00','Library & Study','Aryabhatt Bhawan II',11,69,78,2,Network
'wifi becomes extremely slow near ts17 between 9 00 and 11 00','Academic & Teaching','Aryabhatt Bhawan II',9,60,73,4,Water
'very weak wifi signal on floor 2 of aryabhatt bhawan ii','Labs & Research','Aryabhatt Bhawan II',10,75,56,1,Network
'water is leaking into the corridor on floor 2','Hostels','Water cooler',14,72,80,2,Water
'water point near water cooler is not operational students cannot continue class','General & Utilities','Water cooler',8,90,65,5,Water
'broken writing desk is blocking the aisle in ff6','Labs & Research','A2/2',14,41,47,4,Infrastructure
'student common area is overcrowded after 13 00','Administration','Parking',13,91,42,2,Other
'network authentication fails for students around cl3','Labs & Research','CL3',11,100,44,1,Network
'internet disconnects repeatedly during the lecture in ff6','Academic & Teaching','LRC',10,57,45,3,Network
'classroom door and several chairs need repair on floor 4','Labs & Research','Aryabhatt Bhawan II',17,75,40,4,Infrastructure
'broken writing desk is blocking the aisle in cl15 please fix urgently','Labs & Research','CL3',11,61,62,3,Infrastructure
'network authentication fails for students around aryabhatt bhawan ii','Labs & Research','Aryabhatt Bhawan II',14,91,43,2,Network
'computer fails to boot during practical class in cs1','Labs & Research','ECE Labs',11,50,67,4,Network
'internet disconnects repeatedly during the lecture in ts17','Labs & Research','CL3',14,91,30,2,Network
'network authentication fails for students around cl3 students cannot continue class','Labs & Research','CL3',10,78,42,2,Network
'wifi becomes extremely slow near cl22 between 10 00 and 12 00','Library & Study','Aryabhatt Bhawan II',10,68,63,3,Network
'classroom door and several chairs need repair on floor 1 near a water cooler','Labs & Research','Aryabhatt Bhawan II',18,87,94,4,Infrastructure
'two ceiling fans are not working in ff6 beside the canteen queue','Academic & Teaching','CL22',18,33,74,2,Electrical
'monitor and keyboard are not detected at workstation in ts17 while the wifi is also unstable','Labs & Research','CL22',18,70,53,1,Lab_Equipment
'very weak wifi signal on floor 2 of aryabhatt bhawan ii and the room is overcrowded','Academic & Teaching','Aryabhatt Bhawan II',14,100,66,1,Network
'projector hdmi port is loose in cl22 beside the canteen queue','Labs & Research','A2/2',11,52,65,5,Infrastructure
'spill outside cl15 creates a safety hazard','General & Utilities','Aryabhatt Bhawan III',8,34,48,2,Cleanliness
'network authentication fails for students around cl15','Labs & Research','CL15',10,51,26,4,Network
'billing queue reaches the stairwell near annapurna / main mess after a power interruption','Food','Annapurna / Main Mess',13,64,50,2,Canteen
'billing queue reaches the stairwell near cafeteria / canteen','Food','Cafeteria / Canteen',14,73,66,2,Canteen
'spill outside cs1 creates a safety hazard','Academic & Teaching','Washrooms',9,76,58,1,Infrastructure
'wifi becomes extremely slow near ff6 between 10 00 and 12 00 beside the canteen queue','Academic & Teaching','CL3',10,84,60,3,Network
'very weak wifi signal on floor 3 of cl15 students cannot continue class','Labs & Research','CL15',10,81,40,1,Network
'wifi becomes extremely slow near g2 between 10 00 and 12 00','Labs & Research','Aryabhatt Bhawan II',10,97,64,2,Network
'floor near washrooms is dirty and slippery','Academic & Teaching','Washrooms',8,93,54,2,Cleanliness
'floor near washrooms is dirty and slippery','General & Utilities','Washrooms',9,33,75,2,Cleanliness
'network authentication fails for students around cl15','Academic & Teaching','CL15',11,63,45,2,Network
'broken writing desk is blocking the aisle in ff6','Labs & Research','CL3',15,23,47,5,Infrastructure
'network authentication fails for students around aryabhatt bhawan ii','Library & Study','Aryabhatt Bhawan II',9,57,70,2,Network
'laboratory equipment reports a calibration error in ts17','Labs & Research','CL3',14,62,26,2,Lab_Equipment
'three lab systems freeze during compilation in ff6 beside the canteen queue','Labs & Research','CL1',10,68,24,4,Lab_Equipment
'power socket near the desk is unsafe in ff6 after a power interruption','Hostels','H5 Boys Hostel',11,13,96,3,Electrical
'internet disconnects repeatedly during the lecture in ts17','Labs & Research','Aryabhatt Bhawan II',10,84,67,2,Other
'monitor and keyboard are not detected at workstation in cl15','Labs & Research','ECE Labs',14,67,75,3,Lab_Equipment
'very weak wifi signal on ground floor of cl3 this happens repeatedly','Academic & Teaching','CL3',10,92,50,2,Network
'classroom door and several chairs need repair on floor 1','Labs & Research','Aryabhatt Bhawan II',13,75,20,3,Infrastructure
'network authentication fails for students around aryabhatt bhawan ii','Academic & Teaching','Aryabhatt Bhawan II',10,100,72,3,Network
'waiting time at annapurna / main mess is more than twenty minutes','Food','Annapurna / Main Mess',14,50,37,2,Other
'broken writing desk is blocking the aisle in ff6 students cannot continue class','Labs & Research','Aryabhatt Bhawan II',12,30,55,4,Infrastructure
'internet disconnects repeatedly during the lecture in cr425','Library & Study','Aryabhatt Bhawan II',12,100,53,4,Network
'network authentication fails for students around cl3','Academic & Teaching','CL3',10,68,24,2,Network
'power socket near the desk is unsafe in g2','Academic & Teaching','H5 Boys Hostel',11,16,60,3,Electrical
'floor near washrooms is dirty and slippery','General & Utilities','Washrooms',8,51,93,4,Cleanliness
'three lab systems freeze during compilation in cl15 please fix urgently','Labs & Research','ECE Labs',18,77,35,4,Lab_Equipment
'broken writing desk is blocking the aisle in cr425','Labs & Research','CL3',8,62,52,2,Infrastructure
'canteen queue is very long at 12 00 with one counter open and the room is overcrowded','Food','Cafeteria / Canteen',12,88,24,1,Canteen
'washroom near ff6 has not been cleaned today beside the canteen queue','Hostels','Aryabhatt Bhawan III',11,55,53,2,Cleanliness
'food counter is overcrowded between 14 00 and 16 00 after a power interruption','Food','Annapurna / Main Mess',14,100,57,3,Canteen
'broken writing desk is blocking the aisle in cl15','Academic & Teaching','Aryabhatt Bhawan II',14,51,66,5,Infrastructure
'classroom door and several chairs need repair on floor 1','Labs & Research','Aryabhatt Bhawan II',8,69,32,1,Infrastructure
'floor near aryabhatt bhawan iii is dirty and slippery','General & Utilities','Aryabhatt Bhawan III',8,54,37,3,Cleanliness
'wifi becomes extremely slow near cl3 between 9 00 and 11 00 beside the canteen queue','Library & Study','CL3',9,94,48,2,Network
'wifi becomes extremely slow near cl3 between 10 00 and 12 00','Academic & Teaching','Aryabhatt Bhawan II',10,72,91,1,Network
'network authentication fails for students around cl3','Academic & Teaching','CL3',10,75,75,3,Cleanliness
'projector in cr425 switches off after ten minutes and the room is overcrowded','Labs & Research','Aryabhatt Bhawan II',10,94,61,2,Infrastructure
'projector hdmi port is loose in g2 this happens repeatedly','Academic & Teaching','A2/1',9,61,35,5,Infrastructure
'wifi becomes extremely slow near g2 between 10 00 and 12 00 beside the canteen queue','Labs & Research','Aryabhatt Bhawan II',10,70,80,4,Network
'wifi becomes extremely slow near cr425 between 11 00 and 13 00 after a power interruption','Academic & Teaching','LRC',11,82,48,2,Network
'internet disconnects repeatedly during the lecture in cl3','Labs & Research','LRC',12,90,68,1,Network
'waiting time at annapurna / main mess is more than twenty minutes beside the canteen queue','Food','Annapurna / Main Mess',13,71,40,5,Canteen
'projector hdmi port is loose in cs1 this happens repeatedly','Labs & Research','CL3',17,33,68,2,Infrastructure
'broken writing desk is blocking the aisle in cl15','Labs & Research','CL3',11,5,37,1,Infrastructure
'signage is missing for cr425 on floor 4','Sports & Recreation','Auditorium',18,47,62,3,Other
'drinking water cooler near cr425 is empty students cannot continue class after a power interruption','Sports & Recreation','Water cooler',10,44,74,4,Water
'classroom door and several chairs need repair on floor 2','Labs & Research','A2/2',16,80,60,4,Infrastructure
'wifi becomes extremely slow near cl22 between 9 00 and 11 00 near a water cooler','Academic & Teaching','CL15',9,62,46,4,Network
'low water pressure reported around water cooler','Hostels','Water cooler',16,74,59,2,Water
'unclassified campus issue reported around auditorium students cannot continue class','Sports & Recreation','Auditorium',15,51,61,2,Other
'waiting time at cafeteria / canteen is more than twenty minutes','Food','Cafeteria / Canteen',14,67,75,1,Canteen
'projector in ff6 switches off after ten minutes','Labs & Research','Aryabhatt Bhawan II',14,22,41,2,Infrastructure
'wifi becomes extremely slow near cl3 between 10 00 and 12 00 while the wifi is also unstable','Academic & Teaching','Aryabhatt Bhawan II',10,98,40,3,Network
'wifi becomes extremely slow near cr425 between 10 00 and 12 00','Library & Study','CL15',10,90,61,2,Network
'canteen queue is very long at 13 00 with one counter open','Food','Annapurna / Main Mess',13,100,87,4,Water
'network authentication fails for students around cl3','Labs & Research','CL3',10,72,89,2,Network
'billing queue reaches the stairwell near annapurna / main mess and the room is overcrowded','Food','Annapurna / Main Mess',13,90,56,1,Canteen
'lights flicker repeatedly inside ff6 while the wifi is also unstable','Hostels','CL22',10,59,96,3,Electrical
'power socket near the desk is unsafe in cs1','Academic & Teaching','H5 Boys Hostel',14,67,87,3,Electrical
'wifi becomes extremely slow near ff6 between 12 00 and 14 00 while the wifi is also unstable','Academic & Teaching','Aryabhatt Bhawan II',12,77,74,3,Network
'broken writing desk is blocking the aisle in ts17 students cannot continue class','Academic & Teaching','A2/1',17,69,61,2,Infrastructure
'canteen queue is very long at 13 00 with one counter open','Food','Annapurna / Main Mess',13,65,44,3,Canteen
'three lab systems freeze during compilation in cl22 while the wifi is also unstable','Labs & Research','CL15',15,96,58,1,Lab_Equipment
'food counter is overcrowded between 13 00 and 15 00','Food','Annapurna / Main Mess',13,81,71,5,Canteen
'computer fails to boot during practical class in cs1','Labs & Research','CL15',14,37,46,2,Lab_Equipment
'drinking water cooler near g2 is empty','Sports & Recreation','Swimming Pool',9,62,51,2,Water
'spill outside cl3 creates a safety hazard','General & Utilities','H4 Boys Hostel',8,68,56,2,Cleanliness
'power socket near the desk is unsafe in cl22','Labs & Research','CL22',14,47,32,4,Electrical
'wifi becomes extremely slow near cl15 between 11 00 and 13 00 after a power interruption','Library & Study','CL15',11,37,50,4,Network
'classroom door and several chairs need repair on ground floor','Labs & Research','A2/2',8,37,53,3,Infrastructure
'low water pressure reported around swimming pool','Sports & Recreation','Swimming Pool',16,67,41,2,Water
'spill outside cl22 creates a safety hazard please fix urgently after a power interruption','General & Utilities','Aryabhatt Bhawan III',18,80,50,1,Cleanliness
'very weak wifi signal on floor 1 of lrc','Labs & Research','LRC',12,78,41,2,Network
'wifi becomes extremely slow near cr425 between 10 00 and 12 00','Academic & Teaching','LRC',10,100,40,2,Network
'wifi becomes extremely slow near g2 between 10 00 and 12 00 beside the canteen queue','Library & Study','LRC',10,88,54,3,Network
'projector in ts17 switches off after ten minutes near a water cooler','Labs & Research','Aryabhatt Bhawan II',15,53,64,4,Infrastructure
'very weak wifi signal on floor 2 of cl3','Academic & Teaching','CL3',10,63,67,1,Network
'canteen queue is very long at 13 00 with one counter open','Food','Annapurna / Main Mess',13,66,60,2,Canteen
'food counter is overcrowded between 13 00 and 15 00','Food','Annapurna / Main Mess',13,85,54,2,Canteen
