@RELATION campuslens_complaints_v2

@ATTRIBUTE complaint STRING
@ATTRIBUTE facility_type {academic,lab,library,food,hostel,office,common,outdoor,utility,sports}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'during the latest session students are waiting too long for food service in g6 and the issue lasts more than ten minutes after normal troubleshooting was attempted at 11:18 case 1505',academic,11,29,60,1,Canteen
'staff were informed that a tap continues running after it is closed in backstage without any warning notice and the issue lasts more than ten minutes at 17:17 case 1506',common,17,60,24,2,Water
'during the latest session lights flicker repeatedly during use in gate 1 the electrical supply needs inspection and it interrupts scheduled teaching at 9:52 case 1507',outdoor,9,49,59,2,Electrical
'staff were informed that an electrical panel is making an unusual sound in reception during a regular teaching period while another campus service remains normal at 17:59 case 1508',office,17,48,57,4,Electrical
'please investigate because the projector loses its input after a few minutes in digital area while the area is moderately occupied without any warning notice at 8:34 case 1509',library,8,88,56,4,Infrastructure
'a repeated observation is that a power socket is loose and unsafe in gh common room the electrical supply needs inspection although nearby rooms remain usable at 13:18 case 1510',hostel,13,67,45,1,Electrical
'staff were informed that the writing surface is damaged and difficult to use in h4 corridor 2 after normal troubleshooting was attempted and several students are affected at 14:53 case 1511',hostel,14,85,60,5,Infrastructure
'today we noticed that network coverage disappears near the back rows in digital area the network service is affected without any warning notice at 10:03 case 1512',library,10,68,34,4,Network
'staff were informed that dust and litter remain around the workstations in g5 and staff assistance has been requested after normal troubleshooting was attempted at 17:43 case 1515',academic,17,28,61,3,Cleanliness
'today we noticed that the refill indicator has remained empty in cl3-b the water service needs attention while another campus service remains normal at 13:13 case 1516',lab,13,62,69,2,Water
'an urgent maintenance check is needed because video lectures buffer on the campus connection in indoor court the network service is affected after normal troubleshooting was attempted at 11:57 case 1517',sports,11,65,95,2,Network
'students report that the wifi signal is unstable for several devices in g6 while another campus service remains normal and several students are affected at 14:53 case 1518',academic,14,54,44,1,Network
'today we noticed that seating capacity is insufficient during the meal break in counter a the food service operation is affected after normal troubleshooting was attempted at 9:00 case 1519',food,9,55,57,2,Canteen
'a repeated observation is that a campus service is unavailable without an explanation in cl1-a campus operations are being disrupted while the area is moderately occupied at 9:37 case 1520',lab,9,62,56,3,Other
'please investigate because the campus network drops repeatedly during class in g1 the network service is affected while the area is moderately occupied at 16:41 case 1521',academic,16,48,59,5,Network
'staff were informed that online resources time out during the session in cl1-a the network service is affected although nearby rooms remain usable at 11:30 case 1522',lab,11,79,53,4,Network
'a repeated observation is that the display cable and wall port need repair in gate 1 the physical infrastructure needs attention and it interrupts scheduled teaching at 12:26 case 1523',outdoor,12,72,52,5,Infrastructure
'a repeated observation is that a campus service is unavailable without an explanation in g6 while another campus service remains normal and staff assistance has been requested at 15:00 case 1524',academic,15,40,38,1,Other
'an urgent maintenance check is needed because the lunch rush is blocking the entrance in cooler b after normal troubleshooting was attempted without any warning notice at 13:54 case 1525',utility,13,64,53,3,Canteen
'today we noticed that charging points are unavailable in cr101 the electrical supply needs inspection and several students are affected at 14:52 case 1526',academic,14,67,83,2,Electrical
'a repeated observation is that the wash area needs urgent sanitation in gh common room this is a hygiene and cleanliness concern near the main entrance to the space at 8:03 case 1527',hostel,8,41,61,4,Cleanliness
'students report that a monitor and keyboard are not detected in cr202 while the area is moderately occupied although nearby rooms remain usable at 14:43 case 1529',academic,14,76,52,2,Lab_Equipment
'for the second time this week the lecture-room screen does not lower correctly in ts11 the physical infrastructure needs attention and staff assistance has been requested at 13:34 case 1531',academic,13,43,48,2,Infrastructure
'today we noticed that the corridor has a persistent hygiene problem in washroom 1 during a regular teaching period during a regular teaching period at 9:43 case 1532',utility,9,74,72,3,Cleanliness
